LOT,OPN,ENTITY,QTY,LOT_ABORT_FLAG,RETICLE,LOT_ENTITY_PROCESS_DURATION,ENT_LOT_PROCESS,PRODUCT_DESCRIPTION,PRODUCT,DOTPROCESS,ROUTE,LOT_TYPE,OPER_SHORT_DESC,CURRENT_HOTLOT,LOT_RECIPE,LAST_WAFER_END_DATE,FIRST_WAFER_END_DATE,ENT_LOT_PRIORITY
W5264440A,172748,OXS264,12,N,,104.74,1225.7,Matlock Bridge 34 A0,8PQ1CV   A,1225.7,FL25.7P8BE_SNIP_WLP283795-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-07-19 23:19:39,2025-07-19 21:59:54,0
W5264440A,197573,OXS270,12,N,,59.89,1225.7,Matlock Bridge 34 A0,8PQ1CV   A,1225.7,FL25.7P8BE_SNIP_WLP283795-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-07-19 21:30:54,2025-07-19 21:03:57,0
W5264450,172748,OXS274,13,N,,120.44,1225.7,Matlock Bridge 34 A0,8PQ1CV   A,1225.7,FL25.7P8BE,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-07-21 21:38:21,2025-07-21 20:03:02,0
W5264450,187614,CVD271,25,N,,197.12,1225.7,Matlock Bridge 34 A0,8PQ1CV   A,1225.7,FL25.7P8BE,PROD,T*#5PADOX7,N,EMIB O5,2025-07-19 15:45:17,2025-07-19 12:41:17,0
W5264450,194997,SDJ591,25,Y,8PQ1CAPAD0MA1,32.63,1225.7,Matlock Bridge 34 A0,8PQ1CV   A,1225.7,FL25.7P8BE,PROD,L #5PDSED7,N,"L-8690-50KD-R +?Product/8PQ1CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ1CAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=3;RESIST=AM;LinkMode=NoLotGene}",2025-07-19 20:19:39,2025-07-19 20:04:13,0
W5264450,194997,SDJ591,25,Y,8PQ1CAPAD0MA1,31.61,1225.7,Matlock Bridge 34 A0,8PQ1CV   A,1225.7,FL25.7P8BE,PROD,L #5PDSED7,N,"L-8690-50KD-R +?Product/8PQ1CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ1CAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=3;RESIST=AM;LinkMode=NoLotGene}",2025-07-19 23:39:24,2025-07-19 23:22:10,0
W5264450,197573,OXS270,13,N,,63.05,1225.7,Matlock Bridge 34 A0,8PQ1CV   A,1225.7,FL25.7P8BE,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-07-21 19:33:24,2025-07-21 19:03:57,0
W5264450,234511,CVD284,25,N,,106.65,1225.7,Matlock Bridge 34 A0,8PQ1CV   A,1225.7,FL25.7P8BE,PROD,T*#5TV1OXE,N,EMIB O9,2025-07-19 06:49:33,2025-07-19 05:11:19,0
W5264450A,172748,OXS264,12,N,,104.60,1225.7,Matlock Bridge 34 A0,8PQ1CV   A,1225.7,FL25.7P8BE_SNIP_WLP283795-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-07-21 21:21:31,2025-07-21 20:01:59,0
W5264450A,197573,OXS270,12,N,,59.95,1225.7,Matlock Bridge 34 A0,8PQ1CV   A,1225.7,FL25.7P8BE_SNIP_WLP283795-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-07-21 19:31:25,2025-07-21 19:04:26,0
W5264460,172748,OXS264,13,N,,224.41,1225.7,Matlock Bridge 12 B0,8PMQCV   B,1225.7,FL25.7P8BH_SNIP_WLP499502-1_1,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-P2-PAD,2025-07-17 23:36:39,2025-07-17 20:26:18,0
W5264460,187614,CVD274,25,N,,193.33,1225.7,Matlock Bridge 12 B0,8PMQCV   B,1225.7,FL25.7P8BH_SNIP_WLP499502-1_1,PROD,T*#5PADOX7,N,EMIB O5,2025-07-15 12:29:11,2025-07-15 09:28:26,0
W5264460,187614,CVD276,0,Y,,,1225.7,Matlock Bridge 12 B0,8PMQCV   B,1225.7,FL25.7P8BH_SNIP_WLP499502-1_1,PROD,T*#5PADOX7,N,EMIB O5,,,
W5264460,194997,SDJ111,25,N,8PMQCBPAD0MA1,29.27,1225.7,Matlock Bridge 12 B0,8PMQCV   B,1225.7,FL25.7P8BH_SNIP_WLP499502-1_1,PROD,L #5PDSED7,N,"L-8690-50KD-B +?Product/8PMQCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PMQCBPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=3;RESIST=AM;LinkMode=NoLotGene}",2025-07-15 22:15:25,2025-07-15 22:02:06,0
W5264460,197573,OXS266,13,N,,62.78,1225.7,Matlock Bridge 12 B0,8PMQCV   B,1225.7,FL25.7P8BH_SNIP_WLP499502-1_1,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-07-17 13:15:49,2025-07-17 12:46:22,0
W5264460,234511,CVD271,25,N,,103.29,1225.7,Matlock Bridge 12 B0,8PMQCV   B,1225.7,FL25.7P8BH_SNIP_WLP499502-1_1,PROD,T*#5TV1OXE,N,EMIB O9,2025-07-15 02:35:45,2025-07-15 01:00:46,0
W5264460A,172748,OXS274,12,N,,128.74,1225.7,Matlock Bridge 12 B0,8PMQCV   B,1225.7,FL25.7P8BH_SNIP_WLP284011-2_1,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-07-17 23:10:11,2025-07-17 21:35:28,0
W5264460A,197573,OXS270,12,N,,58.85,1225.7,Matlock Bridge 12 B0,8PMQCV   B,1225.7,FL25.7P8BH_SNIP_WLP284011-2_1,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-07-17 13:28:16,2025-07-17 13:01:14,0
W5264870,172748,OXS274,13,N,,120.44,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-07-17 17:31:15,2025-07-17 15:55:57,0
W5264870,187614,CVD271,25,N,,192.41,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK,PROD,T*#5PADOX7,N,EMIB O5,2025-07-16 05:58:12,2025-07-16 02:58:40,0
W5264870,194997,SDJ111,25,N,8PPKCBPAD0MA1,30.63,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK,PROD,L #5PDSED7,N,"L-8690-50KD-B +?Product/8PPKCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPKCBPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=3;RESIST=AM;LinkMode=NoLotGene}",2025-07-16 11:43:08,2025-07-16 11:30:14,0
W5264870,197573,OXS266,13,N,,62.40,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-07-17 11:14:38,2025-07-17 10:45:11,0
W5264870,234511,CVD271,25,N,,103.45,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK,PROD,T*#5TV1OXE,N,EMIB O9,2025-07-16 00:37:41,2025-07-15 23:02:32,0
W5264870A,172748,OXS262,12,Y,,438.28,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK_SNIP_WLP284017-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-07-18 00:30:05,2025-07-17 17:46:03,0
W5264870A,197573,OXS266,12,N,,59.02,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK_SNIP_WLP284017-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-07-17 11:35:46,2025-07-17 11:09:01,0
W5264880,172748,OXS274,13,N,,128.25,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK_SNIP_WLP500880-1_1,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-07-18 06:57:54,2025-07-18 05:22:36,0
W5264880,187614,CVD276,25,N,,215.88,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK_SNIP_WLP500880-1_1,PROD,T*#5PADOX7,N,EMIB O5,2025-07-17 07:30:53,2025-07-17 04:08:06,0
W5264880,194997,SDJ111,25,N,8PPKCBPAD0MA1,28.54,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK_SNIP_WLP500880-1_1,PROD,L #5PDSED7,N,"L-8690-50KD-B +?Product/8PPKCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPKCBPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=3;RESIST=AM;LinkMode=NoLotGene}",2025-07-17 13:04:35,2025-07-17 12:51:44,0
W5264880,197573,OXS266,13,N,,63.17,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK_SNIP_WLP500880-1_1,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-07-18 01:10:46,2025-07-18 00:41:04,0
W5264880,234511,CVD277,25,N,,104.52,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK_SNIP_WLP500880-1_1,PROD,T*#5TV1OXE,N,EMIB O9,2025-07-17 02:31:45,2025-07-17 00:55:21,0
W5264880A,172748,OXS274,12,N,,113.57,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK_SNIP_WLP284017-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-07-18 04:50:08,2025-07-18 03:29:39,0
W5264880A,197573,OXS270,12,N,,59.38,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK_SNIP_WLP284017-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-07-18 01:07:10,2025-07-18 00:40:11,0
W5265230,172748,OXS274,13,N,,123.79,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP_SNIP_WLP501587-1_1,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-07-17 09:25:25,2025-07-17 07:50:10,0
W5265230,187614,CVD271,25,N,,192.44,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP_SNIP_WLP501587-1_1,PROD,T*#5PADOX7,N,EMIB O5,2025-07-16 11:42:35,2025-07-16 08:43:00,0
W5265230,194997,SDJ111,25,N,8PPMCBPAD0MA1,29.30,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP_SNIP_WLP501587-1_1,PROD,L #5PDSED7,N,"L-8690-50KD-B +?Product/8PPMCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPMCBPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=3;RESIST=AM;LinkMode=NoLotGene}",2025-07-16 16:14:24,2025-07-16 16:00:18,0
W5265230,197573,OXS270,13,N,,62.62,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP_SNIP_WLP501587-1_1,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-07-17 04:06:36,2025-07-17 03:37:13,0
W5265230,234511,CVD284,25,N,,104.96,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP_SNIP_WLP501587-1_1,PROD,T*#5TV1OXE,N,EMIB O9,2025-07-16 05:51:35,2025-07-16 04:14:49,0
W5265230A,172748,OXS262,12,N,,209.35,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP_SNIP_WLP284023-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-P2-PAD,2025-07-17 09:43:25,2025-07-17 06:47:39,0
W5265230A,197573,OXS266,12,N,,60.20,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP_SNIP_WLP284023-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-07-17 04:04:11,2025-07-17 03:37:27,0
W5265660,172748,OXS274,13,N,,129.47,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-07-17 11:23:16,2025-07-17 09:47:53,0
W5265660,187614,CVD413,25,N,,214.35,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ,PROD,T*#5PADOX7,N,EMIB O5,2025-07-16 20:22:31,2025-07-16 17:00:48,0
W5265660,194997,SDJ591,25,N,8PPXCBPAD0MA1,34.06,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ,PROD,L #5PDSED7,N,"L-8690-50KD-R +?Product/8PPXCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPXCBPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=3;RESIST=AM;LinkMode=NoLotGene}",2025-07-17 00:24:14,2025-07-17 00:07:09,0
W5265660,197573,OXS266,13,N,,61.70,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-07-17 04:12:14,2025-07-17 03:42:51,0
W5265660,234511,CVD283,25,N,,119.94,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ,PROD,T*#5TV1OXE,N,EMIB O9,2025-07-16 15:05:53,2025-07-16 13:14:04,0
W5265660A,172748,OXS264,12,N,,209.66,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ_SNIP_WLP284026-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-P2-PAD,2025-07-17 12:40:57,2025-07-17 09:46:30,0
W5265660A,197573,OXS270,12,N,,58.81,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ_SNIP_WLP284026-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-07-17 04:45:17,2025-07-17 04:18:16,0
W5265670,172748,OXS274,13,N,,120.40,1225.7,Matlock Bridge 28 A0,8PUKCV   A,1225.7,FL25.7P8BM,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-07-20 13:20:07,2025-07-20 11:44:56,0
W5265670,187614,CVD271,25,N,,197.40,1225.7,Matlock Bridge 28 A0,8PUKCV   A,1225.7,FL25.7P8BM,PROD,T*#5PADOX7,N,EMIB O5,2025-07-19 18:48:21,2025-07-19 15:48:14,0
W5265670,194997,SDJ111,25,N,8PUKCAPAD0MA1,31.76,1225.7,Matlock Bridge 28 A0,8PUKCV   A,1225.7,FL25.7P8BM,PROD,L #5PDSED7,N,"L-8690-50KD-B +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=3;RESIST=AM;LinkMode=NoLotGene}",2025-07-20 01:06:28,2025-07-20 00:52:26,0
W5265670,197573,OXS270,13,N,,62.97,1225.7,Matlock Bridge 28 A0,8PUKCV   A,1225.7,FL25.7P8BM,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-07-20 08:59:10,2025-07-20 08:29:46,0
W5265670,234511,CVD271,25,N,,103.59,1225.7,Matlock Bridge 28 A0,8PUKCV   A,1225.7,FL25.7P8BM,PROD,T*#5TV1OXE,N,EMIB O9,2025-07-19 12:28:03,2025-07-19 10:52:46,0
W5265670A,172748,OXS264,12,N,,113.53,1225.7,Matlock Bridge 28 A0,8PUKCV   A,1225.7,FL25.7P8BM_SNIP_WLP284941-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-07-20 12:08:16,2025-07-20 10:47:42,0
W5265670A,197573,OXS266,12,N,,60.38,1225.7,Matlock Bridge 28 A0,8PUKCV   A,1225.7,FL25.7P8BM_SNIP_WLP284941-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-07-20 08:55:35,2025-07-20 08:28:36,0
W5265670R2,194997,SDJ111,1,N,8PUKCAPAD0MA1,15.89,1225.7,Matlock Bridge 28 A0,8PUKCV   A,1225.7,FL25.7P8BM_SNIP_WLP502106-4_0,PROD,L #5PDSED7,N,"L-8690-50KD-B +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=3;RESIST=AM;LinkMode=NoLotGene}",2025-07-20 06:05:48,2025-07-20 06:05:48,0
W5266040,172748,OXS274,13,N,,125.33,1225.7,Matlock Bridge 18 B0,8PPLCV   B,1225.7,FL25.7P8BN,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-07-19 02:27:18,2025-07-19 00:52:03,0
W5266040,187614,CVD283,25,N,,210.63,1225.7,Matlock Bridge 18 B0,8PPLCV   B,1225.7,FL25.7P8BN,PROD,T*#5PADOX7,N,EMIB O5,2025-07-18 05:26:50,2025-07-18 02:08:53,0
W5266040,194997,SDJ111,25,N,8PPLCBPAD0MA1,34.72,1225.7,Matlock Bridge 18 B0,8PPLCV   B,1225.7,FL25.7P8BN,PROD,L #5PDSED7,N,"L-8690-50KD-B +?Product/8PPLCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPLCBPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=3;RESIST=AM;LinkMode=NoLotGene}",2025-07-18 10:40:25,2025-07-18 10:26:06,0
W5266040,197573,OXS270,13,N,,63.03,1225.7,Matlock Bridge 18 B0,8PPLCV   B,1225.7,FL25.7P8BN,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-07-18 21:01:24,2025-07-18 20:31:55,0
W5266040,234511,CVD271,25,N,,103.09,1225.7,Matlock Bridge 18 B0,8PPLCV   B,1225.7,FL25.7P8BN,PROD,T*#5TV1OXE,N,EMIB O9,2025-07-18 00:29:35,2025-07-17 22:54:46,0
W5266040A,172748,OXS264,12,N,,209.60,1225.7,Matlock Bridge 18 B0,8PPLCV   B,1225.7,FL25.7P8BN_SNIP_WLP284020-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-P2-PAD,2025-07-19 02:14:35,2025-07-18 23:20:12,0
W5266040A,197573,OXS270,12,N,,59.95,1225.7,Matlock Bridge 18 B0,8PPLCV   B,1225.7,FL25.7P8BN_SNIP_WLP284020-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-07-18 20:59:28,2025-07-18 20:32:32,0
W5266050,172748,OXS274,13,N,,123.89,1225.7,Matlock Bridge 18 B0,8PPLCV   B,1225.7,FL25.7P8BN_SNIP_WLP502722-1_1,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-07-18 20:16:32,2025-07-18 18:46:46,0
W5266050,187614,CVD276,25,N,,199.12,1225.7,Matlock Bridge 18 B0,8PPLCV   B,1225.7,FL25.7P8BN_SNIP_WLP502722-1_1,PROD,T*#5PADOX7,N,EMIB O5,2025-07-17 20:01:27,2025-07-17 16:55:27,0
W5266050,194997,SDJ591,25,N,8PPLCBPAD0MA1,33.59,1225.7,Matlock Bridge 18 B0,8PPLCV   B,1225.7,FL25.7P8BN_SNIP_WLP502722-1_1,PROD,L #5PDSED7,N,"L-8690-50KD-R +?Product/8PPLCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPLCBPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=3;RESIST=AM;LinkMode=NoLotGene}",2025-07-18 00:31:31,2025-07-18 00:15:21,0
W5266050,197573,OXS270,13,N,,61.79,1225.7,Matlock Bridge 18 B0,8PPLCV   B,1225.7,FL25.7P8BN_SNIP_WLP502722-1_1,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-07-18 12:40:34,2025-07-18 12:11:13,0
W5266050,234511,CVD277,25,N,,104.61,1225.7,Matlock Bridge 18 B0,8PPLCV   B,1225.7,FL25.7P8BN_SNIP_WLP502722-1_1,PROD,T*#5TV1OXE,N,EMIB O9,2025-07-17 12:09:59,2025-07-17 10:33:29,0
W5266050A,172748,OXS274,12,N,,113.53,1225.7,Matlock Bridge 18 B0,8PPLCV   B,1225.7,FL25.7P8BN_SNIP_WLP284020-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-07-18 18:13:13,2025-07-18 16:47:35,0
W5266050A,197573,OXS266,12,N,,60.20,1225.7,Matlock Bridge 18 B0,8PPLCV   B,1225.7,FL25.7P8BN_SNIP_WLP284020-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-07-18 12:37:30,2025-07-18 12:10:46,0
W5266060,172748,OXS262,13,N,,235.39,1225.7,Matlock Bridge 36 A0,8PQ3CV   A,1225.7,FL25.7P8BS,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-P2-PAD,2025-07-17 13:38:12,2025-07-17 10:17:13,0
W5266060,187614,CVD283,25,N,,194.35,1225.7,Matlock Bridge 36 A0,8PQ3CV   A,1225.7,FL25.7P8BS,PROD,T*#5PADOX7,N,EMIB O5,2025-07-16 12:19:18,2025-07-16 09:17:38,0
W5266060,194997,SDJ591,25,N,8PQ3CAPAD0MA1,49.49,1225.7,Matlock Bridge 36 A0,8PQ3CV   A,1225.7,FL25.7P8BS,PROD,L #5PDSED7,N,"L-8690-50KD-R +?Product/8PQ3CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ3CAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=3;RESIST=AM;LinkMode=NoLotGene}",2025-07-16 16:19:12,2025-07-16 16:02:11,0
W5266060,197573,OXS270,13,N,,61.84,1225.7,Matlock Bridge 36 A0,8PQ3CV   A,1225.7,FL25.7P8BS,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-07-17 05:12:54,2025-07-17 04:43:33,0
W5266060,234511,CVD271,25,N,,105.46,1225.7,Matlock Bridge 36 A0,8PQ3CV   A,1225.7,FL25.7P8BS,PROD,T*#5TV1OXE,N,EMIB O9,2025-07-16 07:43:45,2025-07-16 06:06:54,0
W5266060A,172748,OXS264,12,N,,208.47,1225.7,Matlock Bridge 36 A0,8PQ3CV   A,1225.7,FL25.7P8BS_SNIP_WLP284152-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-P2-PAD,2025-07-17 16:08:53,2025-07-17 13:14:27,0
W5266060A,197573,OXS266,12,N,,59.19,1225.7,Matlock Bridge 36 A0,8PQ3CV   A,1225.7,FL25.7P8BS_SNIP_WLP284152-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-07-17 05:15:47,2025-07-17 04:48:49,0
W5266060R2,194997,SDJ591,1,N,8PQ3CAPAD0MA1,26.45,1225.7,Matlock Bridge 36 A0,8PQ3CV   A,1225.7,FL25.7P8BS_SNIP_WLP502723-4_0,PROD,L #5PDSED7,N,"L-8690-50KD-R +?Product/8PQ3CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ3CAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=3;RESIST=AM;LinkMode=NoLotGene}",2025-07-17 00:24:34,2025-07-17 00:24:34,0
W5266070,172748,OXS262,13,N,,121.10,1225.7,Matlock Bridge 36 A0,8PQ3CV   A,1225.7,FL25.7P8BS,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-07-23 02:33:30,2025-07-23 00:57:45,0
W5266070,187614,CVD271,25,N,,196.41,1225.7,Matlock Bridge 36 A0,8PQ3CV   A,1225.7,FL25.7P8BS,PROD,T*#5PADOX7,N,EMIB O5,2025-07-22 12:51:23,2025-07-22 09:47:50,0
W5266070,194997,SDJ591,25,N,8PQ3CAPAD0MA1,32.57,1225.7,Matlock Bridge 36 A0,8PQ3CV   A,1225.7,FL25.7P8BS,PROD,L #5PDSED7,N,"L-8690-50KD-R +?Product/8PQ3CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ3CAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=3;RESIST=AM;LinkMode=NoLotGene}",2025-07-22 22:11:24,2025-07-22 21:54:25,0
W5266070,197573,OXS270,13,N,,62.21,1225.7,Matlock Bridge 36 A0,8PQ3CV   A,1225.7,FL25.7P8BS,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-07-23 00:23:34,2025-07-22 23:54:10,0
W5266070,234511,CVD276,25,N,,120.96,1225.7,Matlock Bridge 36 A0,8PQ3CV   A,1225.7,FL25.7P8BS,PROD,T*#5TV1OXE,N,EMIB O9,2025-07-22 04:22:08,2025-07-22 02:29:27,0
W5266070A,172748,OXS274,12,N,,104.78,1225.7,Matlock Bridge 36 A0,8PQ3CV   A,1225.7,FL25.7P8BS_SNIP_WLP284152-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-07-23 02:13:07,2025-07-23 00:53:30,0
