LOT,WAFER_ID,ENTITY,SLOT,CHAMBER,STATE,START_DATE,END_DATE,LOT_RECIPE,OPN
W5170610,FBDSI519MME7,SDJ591,24,CGCH613,Completed,2025-05-25 14:00:07,2025-05-25 14:02:11,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5170610,FBDSI521MME7,SDJ591,2,CGCH612,Completed,2025-05-25 14:02:00,2025-05-25 14:04:05,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5170610,FBDSI518MMA5,SDJ591,17,CPHP311,Completed,2025-05-25 14:04:14,2025-05-25 14:05:43,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5170610,FBDSI520MMA5,SDJ591,13,CADH414,Completed,2025-05-25 13:54:35,2025-05-25 13:55:20,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5170610,FBDSI520MMA5,SDJ591,13,COT62,Completed,2025-05-25 13:57:57,2025-05-25 13:59:07,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5170610,FBDSI521MME7,SDJ591,2,COT64,Completed,2025-05-25 13:58:12,2025-05-25 13:59:23,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5170610,FBDSI520MMA5,SDJ591,13,CPHP321,Completed,2025-05-25 14:05:50,2025-05-25 14:07:19,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5170610,FBDSI521MME7,SDJ591,2,CADH415,Completed,2025-05-25 13:54:42,2025-05-25 13:55:27,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5170610,FBDSI521MME7,SDJ591,2,CPHP322,Completed,2025-05-25 14:06:58,2025-05-25 14:08:28,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5170610,FBDSI522MMB6,SDJ591,12,CPHP311,Completed,2025-05-25 14:07:22,2025-05-25 14:08:51,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5170610,FBDSI522MMB6,SDJ591,12,CADH424,Completed,2025-05-25 13:54:48,2025-05-25 13:55:34,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5170610,FBDSI522MMB6,SDJ591,12,COT61,Completed,2025-05-25 13:59:35,2025-05-25 14:00:46,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5195540,AJPDB501MMH0,SDJ591,25,CADH414,Completed,2025-06-02 16:08:33,2025-06-02 16:09:18,"L-8690-50KD-R +?Product/8PPXCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPXCBPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5195540,AJPDB514MMC1,SDJ591,14,CADH415,Completed,2025-06-02 16:09:18,2025-06-02 16:10:03,"L-8690-50KD-R +?Product/8PPXCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPXCBPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5195540,AJPDB501MMH0,SDJ591,25,CGCH611,Completed,2025-06-02 16:15:05,2025-06-02 16:17:09,"L-8690-50KD-R +?Product/8PPXCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPXCBPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5195540,AJPDB501MMH0,SDJ591,25,COT61,Completed,2025-06-02 16:13:48,2025-06-02 16:14:58,"L-8690-50KD-R +?Product/8PPXCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPXCBPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5195540,AJPDB501MMH0,SDJ591,25,CPHP311,Completed,2025-06-02 16:20:02,2025-06-02 16:21:31,"L-8690-50KD-R +?Product/8PPXCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPXCBPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5195540,AJPDB514MMC1,SDJ591,14,CGCH612,Completed,2025-06-02 16:15:34,2025-06-02 16:17:39,"L-8690-50KD-R +?Product/8PPXCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPXCBPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5195540,AJPDB514MMC1,SDJ591,14,COT63,Completed,2025-06-02 16:14:17,2025-06-02 16:15:28,"L-8690-50KD-R +?Product/8PPXCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPXCBPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5195540,AJPDB514MMC1,SDJ591,14,CPHP312,Completed,2025-06-02 16:20:41,2025-06-02 16:22:10,"L-8690-50KD-R +?Product/8PPXCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPXCBPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5204680,HB2XT004JKD7,SDJ591,24,CGCH611,Completed,2025-06-06 01:25:26,2025-06-06 01:27:30,"L-8690-50KD-R +?Product/8PQ3CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ3CAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204680,HB2XT005JKA6,SDJ591,19,CGCH612,Completed,2025-06-06 01:25:40,2025-06-06 01:27:45,"L-8690-50KD-R +?Product/8PQ3CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ3CAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204680,HB2XT004JKD7,SDJ591,24,COT64,Completed,2025-06-06 01:22:48,2025-06-06 01:23:59,"L-8690-50KD-R +?Product/8PQ3CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ3CAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204680,HB2XT005JKA6,SDJ591,19,COT61,Completed,2025-06-06 01:23:18,2025-06-06 01:24:29,"L-8690-50KD-R +?Product/8PQ3CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ3CAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204680,HB2XT004JKD7,SDJ591,24,CPHP322,Completed,2025-06-06 01:29:34,2025-06-06 01:31:03,"L-8690-50KD-R +?Product/8PQ3CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ3CAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204680,HB2XT005JKA6,SDJ591,19,CPHP311,Completed,2025-06-06 01:29:59,2025-06-06 01:31:28,"L-8690-50KD-R +?Product/8PQ3CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ3CAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204680,HB2XT005JKA6,SDJ591,19,CADH434,Completed,2025-06-06 01:19:31,2025-06-06 01:20:17,"L-8690-50KD-R +?Product/8PQ3CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ3CAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204680,HB2XT006JKF0,SDJ591,14,CADH435,Completed,2025-06-06 01:20:16,2025-06-06 01:21:02,"L-8690-50KD-R +?Product/8PQ3CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ3CAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204680,HB2XT007JKB7,SDJ591,8,CADH414,Completed,2025-06-06 01:20:22,2025-06-06 01:21:07,"L-8690-50KD-R +?Product/8PQ3CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ3CAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204680,HB2XT007JKB7,SDJ591,8,CGCH611,Completed,2025-06-06 01:27:32,2025-06-06 01:29:37,"L-8690-50KD-R +?Product/8PQ3CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ3CAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204680,HB2XT007JKB7,SDJ591,8,COT62,Completed,2025-06-06 01:23:55,2025-06-06 01:25:06,"L-8690-50KD-R +?Product/8PQ3CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ3CAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204680,HB2XT008JKG1,SDJ591,1,CGCH612,Completed,2025-06-06 01:27:47,2025-06-06 01:29:52,"L-8690-50KD-R +?Product/8PQ3CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ3CAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204680,HB2XT008JKG1,SDJ591,1,COT64,Completed,2025-06-06 01:24:07,2025-06-06 01:25:17,"L-8690-50KD-R +?Product/8PQ3CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ3CAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204680,HB2XT009JKD0,SDJ591,17,CADH424,Completed,2025-06-06 01:20:35,2025-06-06 01:21:21,"L-8690-50KD-R +?Product/8PQ3CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ3CAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204680,HB2XT009JKD0,SDJ591,17,CGCH613,Completed,2025-06-06 01:28:10,2025-06-06 01:30:14,"L-8690-50KD-R +?Product/8PQ3CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ3CAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204680,HB2XT009JKD0,SDJ591,17,COT61,Completed,2025-06-06 01:25:39,2025-06-06 01:26:49,"L-8690-50KD-R +?Product/8PQ3CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ3CAPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204130,CJNMB575MMB5,SDJ591,22,CGCH611,Completed,2025-06-07 23:24:49,2025-06-07 23:26:54,"L-8690-50KD-R +?Product/8PQ1CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ1CAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204130,CJNMB575MMB5,SDJ591,22,COT63,Completed,2025-06-07 23:21:03,2025-06-07 23:22:14,"L-8690-50KD-R +?Product/8PQ1CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ1CAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204130,CJNMB617MME3,SDJ591,15,COT62,Completed,2025-06-07 23:21:17,2025-06-07 23:22:28,"L-8690-50KD-R +?Product/8PQ1CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ1CAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204130,CJNMB618MMB2,SDJ591,9,CGCH613,Completed,2025-06-07 23:25:19,2025-06-07 23:27:23,"L-8690-50KD-R +?Product/8PQ1CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ1CAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204130,CJNMB618MMB2,SDJ591,9,COT64,Completed,2025-06-07 23:22:56,2025-06-07 23:24:06,"L-8690-50KD-R +?Product/8PQ1CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ1CAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204130,CJNMB619MMF4,SDJ591,4,CGCH611,Completed,2025-06-07 23:26:56,2025-06-07 23:29:00,"L-8690-50KD-R +?Product/8PQ1CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ1CAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204130,CJNMB619MMF4,SDJ591,4,COT61,Completed,2025-06-07 23:23:10,2025-06-07 23:24:21,"L-8690-50KD-R +?Product/8PQ1CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ1CAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204130,CJNMB620MMB2,SDJ591,6,COT63,Completed,2025-06-07 23:23:24,2025-06-07 23:24:35,"L-8690-50KD-R +?Product/8PQ1CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ1CAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5204130,CJNMB643MMA7,SDJ591,10,COT62,Completed,2025-06-07 23:25:02,2025-06-07 23:26:13,"L-8690-50KD-R +?Product/8PQ1CA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PQ1CAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D3;RESIST=AM;LinkMode=NoLotGene}",194997
W5182220,GBDVJ692MMG7,SDJ591,7,CADH434,Completed,2025-05-22 17:12:56,2025-05-22 17:13:42,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5182220,GBDVJ692MMG7,SDJ591,7,CGCH611,Completed,2025-05-22 17:21:58,2025-05-22 17:24:03,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5182220,GBDVJ692MMG7,SDJ591,7,COT61,Completed,2025-05-22 17:18:12,2025-05-22 17:19:22,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5182220,GBDVJ693MMD6,SDJ591,22,CADH435,Completed,2025-05-22 17:13:12,2025-05-22 17:13:57,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5182220,GBDVJ693MMD6,SDJ591,22,COT63,Completed,2025-05-22 17:18:26,2025-05-22 17:19:36,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5182220,HBFZB742MMF5,SDJ591,5,CADH414,Completed,2025-05-22 17:13:20,2025-05-22 17:14:06,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5182220,HBFZB742MMF5,SDJ591,5,COT62,Completed,2025-05-22 17:20:04,2025-05-22 17:21:15,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5182220,HBFZB743MMC4,SDJ591,1,COT64,Completed,2025-05-22 17:20:19,2025-05-22 17:21:29,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5182220,HBFZB744MMG6,SDJ591,16,CADH424,Completed,2025-05-22 17:13:39,2025-05-22 17:14:24,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
W5182220,HBFZB744MMG6,SDJ591,16,CGCH612,Completed,2025-05-22 17:24:20,2025-05-22 17:26:25,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",194997
